C09260 C21322 C16190 C00540 C21051 C02817 C08541 
C04347 C00354 C20119 C18092 C08230 C14288 C03828 
C11284 C09459 C00160 C03454 C04830 C10570 C12306 
C18734 C00059 C19961 C15654 C11283 C08201 C02483 
C08787 C12640 C11504 C09484 C09571 C10889 C16214 
C11158 C15198 C14854 C00980 C07045 C02235 C02956 
C02197 C12051 C19993 C14914 C17126 C14497 C10167 
C07729 C13872 C10330 C05451 C15316 C02843 C03514 
C17973 C16469 C00959 C08975 C18704 C11831 C02447 
C18275 C11684 C03811 C00694 C08332 C04418 C13796 
C15001 C17418 C13031 C18148 C00244 C16772 C10292 
C00821 C18472 C16362 C08781 C00431 C00525 C03319 
C02988 C06574 C06743 C01266 C14561 C04476 C02929 
C14284 C15978 C15878 C01372 C08432 C17162 C03630 
C19197 C01176 C15252 C13812 C11402 C00244 C09558 
C15431 C17528 C09345 C19238 C09624 C01777 C04649 
C18865 C18961 C21938 C11147 C18930 C05906 C14596 
C08309 C10406 C06395 C03148 C19580 C06740 C19294 
C12157 C13679 C07213 C07004 C05786 C21214 C07526 
C05984 C09321 C07469 C08847 C04578 C18675 C21291 
C04142 C18684 C21600 C05520 C15457 C14462 C02029 
C17717 C21894 C01550 C19459 C00498 C03030 C09174 
C00202 C08881 C21451 C16896 C11067 C21730 C21286 
C09720 C10465 C05828 C08965 C21466 C10957 C07457 
C00041 C18241 C10098 C15692 C20955 C14462 C03207 
C14990 C19657 C08811 C13556 C02353 C21110 C09579 
C18957 C14512 C04250 C18606 C13072 C09565 C21288 
C21199 C18399 C14170 C08926 C16326 C21728 C09288 
C09171 C15858 C19028 C10225 C17135 C05031 C06442 
C02090 C14515 C18839 C01513 C02331 C18801 C11156 
C07001 C07582 C02710 C12396 C15371 C17858 C12390 
C19139 C11881 C14135 C19669 C04033 C04297 C01138 
C02050 C13931 C02508 C21782 C02426 C13508 C09767 
C12216 C11385 C00407 C09630 C04548 C05762 C17843 
C16689 C16287 C18496 C16620 C15655 C11191 C14826 
C09254 C20746 C06311 C05911 C08060 C03843 C14311 
C10636 C07598 C11628 C18551 C10358 C15632 C09079 
C09669 C08141 C12353 C12039 C19648 C01843 C20591 
C16308 C11239 C00680 C19822 C12213 C08337 C14794 
