C05274 C01295 C09453 C10981 C00493 C01294 C11929 
C19877 C21878 C01541 C15254 C21439 C17613 C02487 
C15672 C09726 C13914 C08554 C18344 C04598 C08519 
C17424 C09396 C02781 C08024 C10720 C05412 C16259 
C10227 C05318 C04520 C00155 C17766 C14645 C12160 
C09089 C08881 C06248 C00808 C03204 C08883 C17606 
C04767 C16529 C14125 C12106 C16667 C05556 C01835 
C06649 C02992 C14545 C14177 C17667 C15017 C17922 
C16538 C15409 C04039 C04582 C06417 C18666 C16865 
C06098 C19817 C01295 C21575 C14975 C17962 C21675 
C09288 C17090 C10602 C09249 C15851 C14918 C01243 
C04823 C11712 C09878 C02897 C18769 C16762 C19580 
C04775 C07663 C13791 C08427 C16499 C07602 C09082 
C09992 C06630 C21265 C14630 C19773 C16667 C03598 
C08902 C09605 C13051 C21391 C07537 C16733 C11648 
C11239 C06087 C09636 C01286 C17656 C18128 C07765 
C11611 C19643 C21676 C04156 C20430 C17513 C21608 
C01593 C14139 C11357 C21659 C06516 C12832 C14907 
C20243 C19821 C16245 C16549 C17626 C20277 C11219 
C08334 C07341 C20174 C20618 C15105 C10075 C02635 
C07030 C05205 C00478 C11549 C14624 C15099 C05584 
C06228 C14144 C17706 C14830 C11384 C21014 C19353 
C01378 C10348 C19706 C03995 C11225 C02060 C21668 
C03872 C14723 C07307 C00542 C11401 C16728 C21881 
C13024 C07338 C12311 C06391 C00644 C18328 C07836 
C01697 C15026 C18834 C17567 C15813 C12430 C08336 
C01187 C02871 C08717 C17072 C11846 C04349 C19201 
C10303 C10324 C11245 C12408 C11045 C06778 C03289 
C08406 C08976 C20498 C04373 C11723 C10307 C19477 
C11746 C10109 C19995 C20048 C09294 C10085 C00748 
C15255 C11783 C19901 C20565 C18157 C05730 C21910 
C04423 C01625 C21930 C10466 C01308 C12382 C21361 
C09372 C09420 C01346 C17959 C12342 C16972 C09042 
C03290 C06518 C06505 C21426 C02964 C00994 C17854 
C12046 C20966 C08248 C17012 C17919 C21934 C00844 
C08285 C06038 C19653 C11168 C21340 C07780 C04775 
C21618 C01077 C18358 C16793 C08351 C15135 C09367 
C07577 C10463 C01931 C01487 C08114 C15550 C11820 
C17806 C01766 C21816 C16430 C17564 C03535 C08092 
