C02980 C04547 C14742 C16682 C05316 C02341 C19009 
C19609 C02420 C05759 C06323 C02800 C02632 C10895 
C00727 C11906 C11567 C12064 C18303 C10522 C10681 
C17930 C01390 C12354 C01988 C19049 C18497 C15986 
C19047 C10498 C06697 C02470 C15125 C07724 C07205 
C14421 C04208 C19370 C06976 C18580 C21776 C01486 
C19326 C18773 C10520 C14563 C09963 C09006 C13749 
C12518 C08644 C07457 C21404 C10398 C17039 C15474 
C07315 C06933 C09925 C19268 C14087 C02543 C10765 
C10494 C16001 C05669 C01731 C02234 C14551 C03359 
C15554 C07674 C05430 C11354 C09014 C17265 C14564 
C04623 C05434 C21754 C13414 C12518 C02845 C07096 
C10949 C11484 C19319 C05608 C00581 C11290 C18073 
C06332 C19301 C12263 C15205 C12204 C14678 C10054 
C18818 C17560 C07968 C18878 C20679 C06933 C06203 
C10064 C17062 C17905 C02569 C10626 C15455 C05814 
C14358 C13910 C03830 C03074 C11742 C14318 C00048 
C01814 C11566 C14514 C07888 C10902 C10138 C14350 
C16701 C07206 C07216 C15499 C07527 C06581 C18746 
C13689 C20122 C13958 C19071 C12085 C13106 C14409 
C07647 C13848 C18927 C04324 C21149 C14393 C14417 
C10192 C16460 C10478 C08390 C00164 C18089 C21793 
C19354 C04905 C19416 C00058 C12312 C19262 C02181 
C05200 C16681 C06203 C18842 C19562 C07732 C14690 
C18999 C02519 C19138 C19507 C05769 C18295 C10632 
C08737 C19219 C08993 C15239 C19307 C18206 C07094 
C08485 C04207 C11484 C02009 C06757 C13373 C17720 
C11161 C08071 C15389 C14396 C09905 C18719 C18103 
C19227 C18849 C07379 C15049 C18612 C14398 C03557 
C10969 C21283 C18808 C19795 C06670 C09565 C17561 
C07889 C14589 C05840 C15663 C04080 C18587 C20452 
C16947 C00385 C06354 C10385 C10189 C08578 C18013 
C16601 C18661 C18507 C17730 C16570 C19136 C18091 
C21712 C01125 C05639 C10312 C00778 C08323 C02341 
C14132 C00693 C18606 C02129 C05431 C21321 C12600 
C18449 C06673 C08394 C12325 C05640 C20697 C00556 
C09909 C00627 C07881 C14589 C16903 C10129 C11510 
C18830 C18979 C01740 C00213 C21774 C19030 C06537 
C03575 C11578 C18594 C05832 C17206 C02253 C06639 
